Date,Open,High,Low,Close,Adj Close,Volume
2010-07-19,0.08583999425172806,0.07722999900579453,0.09306999295949936,0.08079999685287476,0.08079999685287476,4900
2010-07-20,0.08079999685287476,0.07425999641418457,0.08180999755859375,0.07474000006914139,0.07474000006914139,2000
2010-07-21,0.07474000006914139,0.06633999943733215,0.07920999825000763,0.07920999825000763,0.07920999825000763,4200
2010-07-22,0.07920999825000763,0.05049999803304672,0.08180999755859375,0.05049999803304672,0.05049999803304672,12900
2010-07-23,0.05049999803304672,0.05049999803304672,0.06766999512910843,0.06261999905109406,0.06261999905109406,14100
2010-07-26,0.05049999803304672,0.05000000074505806,0.0559999980032444,0.0559999980032444,0.0559999980032444,4600
2010-07-27,0.0559999980032444,0.05300000309944153,0.06050000339746475,0.06000000238418579,0.06000000238418579,19600
2010-07-28,0.06000000238418579,0.05400000140070915,0.06199999898672104,0.058900002390146255,0.058900002390146255,25500
2010-07-29,0.058900002390146255,0.057100001722574234,0.06989999860525131,0.06989999860525131,0.06989999860525131,52800
2010-07-30,0.06989999860525131,0.05819999799132347,0.0697999969124794,0.06270000338554382,0.06270000338554382,19800
2010-08-02,0.06110000237822533,0.06000000238418579,0.0632999986410141,0.06000000238418579,0.06000000238418579,22100
2010-08-03,0.06000000238418579,0.05900000035762787,0.0650000050663948,0.06000000238418579,0.06000000238418579,60600
2010-08-04,0.06000000238418579,0.05700000002980232,0.062310002744197845,0.05700000002980232,0.05700000002980232,21000
2010-08-05,0.05700000002980232,0.058000002056360245,0.061000000685453415,0.061000000685453415,0.061000000685453415,30300
2010-08-06,0.061000000685453415,0.06069999933242798,0.06240000203251839,0.06229999661445618,0.06229999661445618,8500
2010-08-09,0.0609000027179718,0.05929999798536301,0.07349999994039536,0.07100000232458115,0.07100000232458115,88600
2010-08-10,0.07100000232458115,0.06650999933481216,0.07090000063180923,0.07000000029802322,0.07000000029802322,8800
2010-08-11,0.07000000029802322,0.06000000238418579,0.07541000097990036,0.06700000166893005,0.06700000166893005,101500
2010-08-12,0.06700000166893005,0.061409998685121536,0.07000000029802322,0.07000000029802322,0.07000000029802322,13400
2010-08-13,0.07000000029802322,0.06450000405311584,0.06800000369548798,0.06450000405311584,0.06450000405311584,23300
2010-08-16,0.06528999656438828,0.06199999898672104,0.06789999455213547,0.06549999862909317,0.06549999862909317,69600
2010-08-17,0.06549999862909317,0.0624299980700016,0.07689999788999557,0.07000000029802322,0.07000000029802322,91500
2010-08-18,0.07000000029802322,0.06700000166893005,0.07329999655485153,0.06800000369548798,0.06800000369548798,20300
2010-08-19,0.06800000369548798,0.06669999659061432,0.06789999455213547,0.06669999659061432,0.06669999659061432,5000
2010-08-20,0.06669999659061432,0.0650000050663948,0.06669999659061432,0.06549999862909317,0.06549999862909317,27600
2010-08-23,0.06599999964237213,0.06300000101327896,0.06689000129699707,0.06491000205278397,0.06491000205278397,28100
2010-08-24,0.06491000205278397,0.06491000205278397,0.06650000065565109,0.0650000050663948,0.0650000050663948,44400
2010-08-25,0.0650000050663948,0.0640999972820282,0.06650000065565109,0.06480000168085098,0.06480000168085098,27800
2010-08-26,0.06480000168085098,0.06400000303983688,0.0658000037074089,0.06400000303983688,0.06400000303983688,25100
2010-08-27,0.06400000303983688,0.06300000101327896,0.0650000050663948,0.0650000050663948,0.0650000050663948,58300
2010-08-30,0.06400000303983688,0.03210999816656113,0.0689999982714653,0.064970001578331,0.064970001578331,213500
2010-08-31,0.064970001578331,0.06000000238418579,0.0649000033736229,0.06000000238418579,0.06000000238418579,93300
2010-09-01,0.06000000238418579,0.059609998017549515,0.06289999932050705,0.06289999932050705,0.06289999932050705,43600
2010-09-02,0.06289999932050705,0.060100000351667404,0.06340000033378601,0.06340000033378601,0.06340000033378601,49800
2010-09-03,0.06340000033378601,0.060850001871585846,0.06300000101327896,0.060850001871585846,0.060850001871585846,5400
2010-09-06,0.06159999966621399,0.06159999966621399,0.06270000338554382,0.06159999966621399,0.06159999966621399,5600
2010-09-07,0.06159999966621399,0.06030000001192093,0.06201000139117241,0.061000000685453415,0.061000000685453415,21200
2010-09-08,0.061000000685453415,0.06099000200629234,0.06199999898672104,0.06199999898672104,0.06199999898672104,14300
2010-09-09,0.06199999898672104,0.061089999973773956,0.06240000203251839,0.0611100010573864,0.0611100010573864,10700
